#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2025-11-13T06:01:55 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-11-13T06:01:55	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=1000&-order=I&-out.src=J/ApJS/234/18/table3&-source=J/ApJS/234/18/table3&-out=Name&-out=sma&-out=ell&-out=muFUV&-out=cumuFUV&-out=muNUV&-out=cumuNUV&-out=FN&-out=sma36&-out=mu36corr&-out=tmagcorr&-out=asmag36&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table3:
#Name: J/ApJS/234/18/table3
#Title: Surface brightness data for the 1931 galaxies
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	sma	(I3)	[6/498] Semi-major axis steps in arcsec	[ucd=phys.angSize;src]
#Column	ell	(F6.3)	Ellipticity	[ucd=src.ellipticity]
#Column	muFUV	(F6.3)	[18.7/40]? GALEX FUV band AB magnitude surface brightness	[ucd=phot.mag.sb;em.UV.100-200nm]
#Column	cumuFUV	(F6.3)	[10/24.2]? Cumulative AB magnitude in FUV band	[ucd=phot.mag;em.UV]
#Column	muNUV	(F6.3)	[18.6/40.3]? GALEX NUV band AB magnitude surface brightness	[ucd=phot.mag.sb;em.UV.200-300nm]
#Column	cumuNUV	(F6.3)	[9.5/23]? Cumulative AB magnitude in NUV band	[ucd=phot.mag;em.UV]
#Column	FN	(F6.3)	[-9.3/10.5]? FUV-NUV color from muFUV-muNUV	[ucd=phot.mag.sb]
#Column	sma36	(I3)	[7/664] Semi-major axis steps in IRAC pixels; 0.75"/pix (1)	[ucd=phys.size.radius]
#Column	mu36corr	(F6.3)	[14/39]? 3.6um aperture-corrected surface brightness (1)	[ucd=phot.mag.sb;em.IR.3-4um]
#Column	tmagcorr	(F6.3)	[6/22]? 3.6um aperture-corrected AB magnitude inside aperture (1)	[ucd=phot.mag;em.IR.3-4um]
#Column	asmag36	(F6.3)	[6.3/17.2] 3.6um asymptotic AB magnitude	[ucd=phot.mag;em.IR.3-4um]
Name;sma;ell;muFUV;cumuFUV;muNUV;cumuNUV;FN;sma36;mu36corr;tmagcorr;asmag36
ESO240-011; 36; 0.739;26.076;18.438;25.500;17.578; 0.577; 47;20.534;11.655;11.112
ESO240-011; 42; 0.739;26.306;18.076;25.806;17.326; 0.499; 55;20.869;11.544;11.112
ESO240-011; 48; 0.739;26.962;17.885;26.138;17.125; 0.824; 63;21.148;11.454;11.112
ESO240-011; 54; 0.739;26.918;17.691;26.249;16.957; 0.669; 71;21.560;11.384;11.112
ESO240-011; 60; 0.739;27.300;17.553;26.502;16.812; 0.798; 79;21.936;11.331;11.112
ESO240-011; 66; 0.739;27.048;17.418;26.791;16.714; 0.258; 87;22.216;11.290;11.112
ESO240-011; 72; 0.739;27.292;17.270;26.664;16.623; 0.628; 95;22.377;11.254;11.112
ESO240-011; 78; 0.739;27.052;17.168;26.905;16.535; 0.147;103;22.779;11.223;11.112
ESO240-011; 84; 0.739;27.377;17.060;26.788;16.447; 0.588;111;23.084;11.199;11.112
ESO240-011; 90; 0.739;27.762;16.980;26.815;16.364; 0.947;119;23.333;11.180;11.112
ESO240-011; 96; 0.739;27.210;16.904;26.644;16.279; 0.566;127;23.599;11.164;11.112
ESO240-011;102; 0.739;27.220;16.805;26.694;16.185; 0.527;135;23.834;11.150;11.112
ESO240-011;108; 0.739;27.711;16.724;26.890;16.108; 0.821;143;24.186;11.140;11.112
ESO240-011;114; 0.739;27.609;16.650;26.996;16.046; 0.613;151;24.662;11.133;11.112
ESO240-011;120; 0.739;27.736;16.583;27.478;15.996; 0.259;159;24.965;11.128;11.112
ESO240-011;126; 0.739;27.402;16.531;27.351;15.954; 0.051;167;25.241;11.125;11.112
ESO240-011;132; 0.739;27.591;16.483;27.441;15.907; 0.149;175;25.356;11.122;11.112
ESO240-011;138; 0.739;28.071;16.431;27.919;15.871; 0.153;183;25.628;11.119;11.112
ESO240-011;144; 0.739;28.406;16.392;28.492;15.838;-0.086;191;25.756;11.117;11.112
ESO240-011;150; 0.739;28.398;16.363;28.128;15.817; 0.271;200;26.157;11.115;11.112
ESO240-011;156; 0.739;28.141;16.331;28.338;15.794;-0.196;208;26.206;11.114;11.112
ESO240-011;162; 0.739;28.831;16.295;28.674;15.773; 0.157;216;26.503;11.113;11.112
ESO240-011;168; 0.739;28.710;16.268;28.925;15.755;-0.215;224;26.408;11.112;11.112
ESO240-011;174; 0.739;29.358;16.245;28.822;15.739; 0.536;232;26.863;11.111;11.112
ESO240-011;180; 0.739;28.705;16.221;29.271;15.724;-0.566;240;26.680;11.110;11.112
ESO240-011;186; 0.739;29.314;16.202;29.260;15.710; 0.053;248;27.260;11.109;11.112
ESO240-011;192; 0.739;29.736;16.186;29.565;15.698; 0.171;256;27.735;11.109;11.112
ESO240-011;198; 0.739;29.234;16.167;30.215;15.691;-0.981;264;28.299;11.109;11.112
ESO240-011;204; 0.739;29.676;16.149;30.872;15.686;-1.196;272;      ;11.109;11.112
ESO240-011;210; 0.739;      ;16.139;33.065;15.681;      ;280;28.279;11.109;11.112
ESO240-011;216; 0.739;29.753;16.134;30.052;15.677;-0.299;287;28.814;11.109;11.112
ESO240-011;222; 0.739;      ;16.134;30.004;15.672;      ;295;      ;11.109;11.112
ESO240-011;228; 0.739;30.855;16.137;30.143;15.667; 0.713;303;29.473;11.109;11.112
ESO240-011;234; 0.739;30.572;16.134;29.840;15.664; 0.731;311;29.807;11.109;11.112
ESO240-011;240; 0.739;30.982;16.126;32.819;15.662;-1.837;319;29.327;11.109;11.112
ESO240-011;246; 0.739;      ;16.130;32.910;15.660;      ;327;29.296;11.109;11.112
ESO240-011;252; 0.739;      ;16.132;29.842;15.659;      ;335;28.548;11.109;11.112
ESO240-011;258; 0.739;33.020;16.137;31.431;15.654; 1.589;343;28.202;11.109;11.112
ESO240-011;264; 0.739;32.167;16.132;      ;15.655;      ;351;28.023;11.109;11.112
ESO240-011;270; 0.739;30.027;16.126;30.991;15.655;-0.963;359;27.892;11.109;11.112
ESO240-011;276; 0.739;31.239;16.121;31.522;15.652;-0.283;367;28.308;11.109;11.112
ESO240-011;282; 0.739;      ;16.118;      ;15.653;      ;375;31.532;11.109;11.112
ESO240-011;288; 0.739;30.796;16.125;31.654;15.655;-0.858;383;28.394;11.109;11.112
ESO240-011;294; 0.739;      ;16.121;      ;15.655;      ;391;      ;11.110;11.112
ESO240-011;300; 0.739;34.088;16.127;      ;15.657;      ;399;31.990;11.110;11.112
ESO240-011;306; 0.739;      ;16.123;      ;15.659;      ;407;      ;11.110;11.112
ESO240-011;312; 0.739;29.949;16.120;30.905;15.653;-0.956;415;29.988;11.110;11.112
ESO240-011;318; 0.739;32.835;16.116;      ;15.653;      ;423;28.932;11.110;11.112
ESO240-011;324; 0.739;32.095;16.118;31.461;15.653; 0.634;431;28.982;11.110;11.112
ESO240-011;330; 0.739;29.849;16.106;      ;15.651;      ;439;29.982;11.111;11.112
ESO240-011;336; 0.739;31.542;16.106;32.972;15.654;-1.430;447;      ;11.111;11.112
ESO240-011;342; 0.739;31.015;16.107;      ;15.653;      ;455;      ;11.111;11.112
ESO240-011;348; 0.739;31.935;16.100;30.806;15.651; 1.129;463;30.225;11.111;11.112
ESO240-011;354; 0.739;      ;16.099;      ;15.653;      ;471;      ;11.111;11.112
ESO240-011;360; 0.739;      ;16.105;      ;15.657;      ;479;      ;11.112;11.112
ESO240-011;366; 0.739;30.662;16.104;      ;15.660;      ;487;      ;11.112;11.112
ESO245-005;  6; 0.194;24.240;19.301;24.127;19.158; 0.113;  8;23.561;18.464;13.779
ESO245-005; 12; 0.194;24.688;18.016;24.470;17.836; 0.218; 16;23.571;17.103;13.779
ESO245-005; 18; 0.194;24.950;17.366;24.654;17.138; 0.296; 24;23.734;16.330;13.779
ESO245-005; 24; 0.194;24.887;16.810;24.664;16.588; 0.223; 32;23.788;15.803;13.779
ESO245-005; 30; 0.194;24.951;16.359;24.706;16.139; 0.245; 40;23.793;15.389;13.779
ESO245-005; 36; 0.194;25.211;16.037;24.908;15.805; 0.302; 48;24.128;15.080;13.779
ESO245-005; 42; 0.194;25.137;15.772;24.915;15.539; 0.222; 56;24.193;14.847;13.779
ESO245-005; 48; 0.194;25.244;15.543;25.052;15.315; 0.192; 64;24.380;14.653;13.779
ESO245-005; 54; 0.194;25.177;15.347;24.992;15.122; 0.185; 72;24.693;14.509;13.779
ESO245-005; 60; 0.194;24.976;15.114;24.871;14.908; 0.105; 80;24.887;14.421;13.779
ESO245-005; 66; 0.194;25.345;14.930;25.180;14.736; 0.166; 88;24.861;14.323;13.779
ESO245-005; 72; 0.194;25.396;14.801;25.200;14.606; 0.196; 96;25.141;14.239;13.779
ESO245-005; 78; 0.194;25.170;14.653;25.082;14.464; 0.088;104;25.050;14.167;13.779
ESO245-005; 84; 0.194;25.147;14.495;25.108;14.322; 0.040;112;25.329;14.093;13.779
ESO245-005; 90; 0.194;25.381;14.358;25.289;14.200; 0.091;120;25.507;14.032;13.779
ESO245-005; 96; 0.194;25.465;14.250;25.401;14.099; 0.065;128;25.545;13.978;13.779
ESO245-005;102; 0.194;25.539;14.152;25.454;14.008; 0.085;136;25.732;13.933;13.779
ESO245-005;108; 0.194;25.420;14.053;25.410;13.916; 0.010;144;25.968;13.895;13.779
ESO245-005;114; 0.194;25.869;13.965;25.806;13.837; 0.064;152;26.036;13.860;13.779
ESO245-005;120; 0.194;26.643;13.917;26.441;13.790; 0.202;160;26.351;13.828;13.779
ESO245-005;126; 0.194;27.059;13.891;26.813;13.761; 0.246;168;26.683;13.803;13.779
ESO245-005;132; 0.194;27.199;13.869;26.958;13.737; 0.241;176;26.725;13.781;13.779
ESO245-005;138; 0.194;27.147;13.849;26.921;13.715; 0.226;184;27.079;13.764;13.779
ESO245-005;144; 0.194;27.114;13.823;27.020;13.688; 0.094;192;27.465;13.749;13.779
ESO245-005;150; 0.194;27.782;13.803;27.583;13.670; 0.199;200;27.817;13.741;13.779
ESO245-005;156; 0.194;28.339;13.793;27.966;13.658; 0.373;208;28.193;13.739;13.779
ESO245-005;162; 0.194;28.563;13.786;28.171;13.649; 0.392;216;30.549;13.738;13.779
ESO245-005;168; 0.194;28.562;13.780;28.281;13.642; 0.281;224;      ;13.743;13.779
ESO245-005;174; 0.194;28.642;13.774;28.262;13.634; 0.380;232;      ;13.747;13.779
ESO245-005;180; 0.194;28.770;13.768;28.445;13.627; 0.325;240;      ;13.750;13.779
ESO245-005;186; 0.194;29.224;13.763;28.773;13.621; 0.451;248;      ;13.756;13.779
ESO245-005;192; 0.194;29.579;13.760;29.052;13.617; 0.526;256;      ;13.765;13.779
ESO245-007;  6; 0.250;26.068;21.300;25.698;20.836; 0.370;  8;24.776;19.134;13.882
ESO245-007; 12; 0.250;26.664;19.834;26.010;19.471; 0.654; 16;24.297;17.944;13.882
ESO245-007; 18; 0.250;26.900;19.327;26.221;18.779; 0.679; 24;24.588;17.155;13.882
ESO245-007; 24; 0.250;26.844;18.898;26.267;18.304; 0.576; 32;24.782;16.594;13.882
ESO245-007; 30; 0.250;26.975;18.436;26.343;17.861; 0.633; 40;24.175;16.128;13.882
ESO245-007; 36; 0.250;26.563;18.046;26.082;17.468; 0.480; 48;24.471;15.636;13.882
ESO245-007; 42; 0.250;26.727;17.692;26.124;17.119; 0.603; 56;24.370;15.339;13.882
ESO245-007; 48; 0.250;26.864;17.399;26.284;16.831; 0.579; 64;24.471;15.107;13.882
ESO245-007; 54; 0.250;26.871;17.167;26.321;16.597; 0.551; 72;24.583;14.902;13.882
ESO245-007; 60; 0.250;27.118;16.971;26.478;16.401; 0.640; 80;24.619;14.727;13.882
ESO245-007; 66; 0.250;27.650;16.846;26.757;16.252; 0.893; 88;24.700;14.538;13.882
ESO245-007; 72; 0.250;27.526;16.748;26.824;16.134; 0.702; 96;24.876;14.404;13.882
ESO245-007; 78; 0.250;27.660;16.645;26.920;16.021; 0.740;104;24.800;14.290;13.882
ESO245-007; 84; 0.250;28.252;16.568;27.253;15.928; 0.999;112;25.279;14.196;13.882
ESO245-007; 90; 0.250;28.924;16.527;27.707;15.867; 1.217;120;25.167;14.116;13.882
ESO245-007; 96; 0.250;29.626;16.507;27.935;15.822; 1.692;128;25.443;14.054;13.882
ESO245-007;102; 0.250;29.473;16.491;27.988;15.780; 1.485;136;25.474;14.010;13.882
ESO245-007;108; 0.250;29.649;16.466;28.135;15.740; 1.514;144;25.716;13.979;13.882
ESO245-007;114; 0.250;30.336;16.452;28.233;15.706; 2.103;152;26.365;13.957;13.882
ESO245-007;120; 0.250;30.290;16.441;28.455;15.675; 1.836;160;26.673;13.943;13.882
ESO245-007;126; 0.250;30.455;16.431;28.547;15.648; 1.908;168;26.955;13.930;13.882
ESO245-007;132; 0.250;30.746;16.424;28.714;15.623; 2.032;176;26.763;13.918;13.882
ESO245-007;138; 0.250;30.445;16.416;28.619;15.599; 1.825;184;27.164;13.907;13.882
ESO245-007;144; 0.250;30.659;16.408;28.778;15.576; 1.881;192;27.119;13.897;13.882
ESO245-007;150; 0.250;30.941;16.401;28.919;15.556; 2.022;200;27.836;13.890;13.882
ESO245-007;156; 0.250;30.556;16.394;28.854;15.535; 1.702;208;27.521;13.884;13.882
ESO248-002;  6; 0.765;24.880;21.578;24.473;20.906; 0.407;  7;21.196;17.506;13.574
ESO248-002; 12; 0.765;25.186;19.967;24.671;19.500; 0.516; 16;21.523;16.191;13.574
ESO248-002; 18; 0.765;25.177;19.189;24.684;18.697; 0.494; 24;21.814;15.527;13.574
ESO248-002; 24; 0.765;25.054;18.515;24.626;18.064; 0.428; 31;22.087;15.112;13.574
ESO248-002; 30; 0.765;25.039;18.022;24.661;17.601; 0.379; 40;22.322;14.789;13.574
ESO248-002; 36; 0.765;25.081;17.650;24.778;17.250; 0.302; 48;22.504;14.536;13.574
ESO248-002; 42; 0.765;25.223;17.327;24.888;16.946; 0.335; 56;22.706;14.339;13.574
ESO248-002; 48; 0.765;25.392;17.084;25.048;16.724; 0.344; 64;22.935;14.193;13.574
ESO248-002; 54; 0.765;25.480;16.886;25.195;16.519; 0.286; 72;23.096;14.059;13.574
ESO248-002; 60; 0.765;25.700;16.702;25.434;16.344; 0.266; 79;23.321;13.941;13.574
ESO248-002; 66; 0.765;25.981;16.574;25.630;16.218; 0.351; 87;23.587;13.848;13.574
ESO248-002; 72; 0.765;26.136;16.458;25.760;16.102; 0.377; 95;23.823;13.776;13.574
ESO248-002; 78; 0.765;26.615;16.359;26.155;16.000; 0.459;104;24.093;13.721;13.574
ESO248-002; 84; 0.765;27.207;16.305;26.576;15.944; 0.632;112;24.446;13.676;13.574
ESO248-002; 90; 0.765;27.651;16.269;26.919;15.903; 0.732;120;24.781;13.642;13.574
ESO248-002; 96; 0.765;28.205;16.246;27.438;15.872; 0.767;127;25.103;13.616;13.574
ESO248-002;102; 0.765;28.761;16.235;27.821;15.853; 0.941;136;25.510;13.597;13.574
ESO248-002;108; 0.765;29.424;16.226;28.059;15.839; 1.365;144;25.848;13.584;13.574
ESO248-002;114; 0.765;29.785;16.223;28.267;15.827; 1.518;152;26.322;13.576;13.574
ESO249-008;  6; 0.308;22.295;17.039;22.101;16.943; 0.194;  7;20.665;15.515;14.264
ESO249-008; 12; 0.308;24.083;16.334;23.583;16.160; 0.500; 16;21.989;14.833;14.264
ESO249-008; 18; 0.308;25.402;16.147;25.147;15.946; 0.254; 24;22.873;14.574;14.264
ESO249-008; 24; 0.308;26.603;16.089;26.080;15.878; 0.523; 31;23.700;14.435;14.264
ESO249-008; 30; 0.308;27.046;16.054;26.551;15.833; 0.495; 40;24.402;14.374;14.264
ESO249-008; 36; 0.308;27.515;16.024;26.992;15.794; 0.524; 48;25.125;14.340;14.264
ESO249-008; 42; 0.308;28.078;16.003;27.961;15.768; 0.117; 56;25.702;14.316;14.264
ESO249-008; 48; 0.308;28.645;15.988;28.016;15.753; 0.629; 64;26.471;14.297;14.264
ESO249-008; 54; 0.308;29.572;15.978;28.984;15.739; 0.588; 72;27.745;14.285;14.264
ESO249-008; 60; 0.308;29.471;15.973;29.446;15.732; 0.025; 79;27.523;14.279;14.264
ESO249-008; 66; 0.308;32.834;15.969;29.285;15.729; 3.549; 87;27.480;14.271;14.264
ESO249-008; 72; 0.308;30.074;15.967;29.928;15.722; 0.145; 95;28.756;14.268;14.264
ESO249-008; 78; 0.308;29.462;15.960;29.898;15.718;-0.436;104;28.578;14.264;14.264
ESO249-026;  6; 0.500;23.057;18.680;23.022;18.581; 0.036;  7;23.079;18.636;15.920
ESO249-026; 12; 0.500;23.597;17.379;23.541;17.341; 0.056; 16;23.468;17.404;15.920
ESO249-026; 18; 0.500;24.590;16.886;24.354;16.808; 0.236; 24;23.775;16.919;15.920
ESO249-026; 24; 0.500;25.548;16.675;25.197;16.559; 0.351; 31;24.355;16.620;15.920
ESO249-026; 30; 0.500;26.647;16.554;26.164;16.427; 0.483; 40;25.064;16.417;15.920
ESO249-026; 36; 0.500;27.423;16.516;26.836;16.371; 0.587; 48;25.382;16.287;15.920
ESO249-026; 42; 0.500;27.779;16.484;27.314;16.328; 0.465; 56;26.189;16.207;15.920
ESO249-026; 48; 0.500;28.769;16.466;27.869;16.301; 0.900; 64;26.117;16.144;15.920
ESO249-026; 54; 0.500;29.131;16.457;28.251;16.284; 0.880; 72;26.309;16.075;15.920
ESO249-026; 60; 0.500;29.507;16.448;28.348;16.266; 1.159; 79;27.642;16.031;15.920
ESO249-026; 66; 0.500;29.869;16.442;28.669;16.250; 1.200; 87;27.409;15.992;15.920
ESO249-026; 72; 0.500;31.014;16.437;28.790;16.236; 2.224; 95;27.056;15.962;15.920
ESO249-026; 78; 0.500;30.964;16.436;28.936;16.223; 2.028;104;26.676;15.920;15.920
ESO249-027;  6; 0.667;24.308;20.354;24.031;19.791; 0.277;  7;22.222;18.199;15.113
ESO249-027; 12; 0.667;24.520;19.045;24.225;18.622; 0.294; 15;22.612;16.880;15.113
ESO249-027; 18; 0.667;24.900;18.186;24.495;17.868; 0.406; 23;22.991;16.265;15.113
ESO249-027; 24; 0.667;25.048;17.701;24.673;17.326; 0.375; 31;23.371;15.925;15.113
ESO249-027; 30; 0.667;25.379;17.312;25.009;16.952; 0.370; 39;23.759;15.717;15.113
ESO249-027; 36; 0.667;25.439;16.996;25.362;16.688; 0.077; 47;24.189;15.560;15.113
ESO249-027; 42; 0.667;26.166;16.845;26.353;16.547;-0.186; 56;24.688;15.433;15.113
ESO249-027; 48; 0.667;27.554;16.787;27.073;16.484; 0.482; 64;24.944;15.359;15.113
ESO249-027; 54; 0.667;27.510;16.762;27.968;16.450;-0.458; 71;25.528;15.311;15.113
ESO249-027; 60; 0.667;29.268;16.739;27.454;16.434; 1.814; 79;26.333;15.275;15.113
ESO249-027; 66; 0.667;31.330;16.714;28.959;16.416; 2.370; 87;25.877;15.240;15.113
ESO249-027; 72; 0.667;28.609;16.717;27.951;16.399; 0.658; 95;26.217;15.210;15.113
ESO249-027; 78; 0.667;31.242;16.704;28.841;16.387; 2.402;104;27.091;15.183;15.113
ESO249-027; 84; 0.667;      ;16.694;28.683;16.362;      ;112;28.578;15.170;15.113
ESO249-027; 90; 0.667;30.026;16.690;29.992;16.364; 0.035;119;26.760;15.157;15.113
ESO249-027; 96; 0.667;      ;16.691;28.388;16.357;      ;127;27.389;15.138;15.113
ESO249-027;102; 0.667;29.560;16.689;31.402;16.349;-1.842;136;30.070;15.128;15.113
ESO249-027;108; 0.667;31.536;16.691;      ;16.349;      ;144;28.696;15.120;15.113
ESO249-035;  6; 0.833;23.883;20.908;23.666;20.715; 0.217;  7;22.649;19.395;16.974
ESO249-035; 12; 0.833;24.205;19.375;23.942;19.168; 0.263; 15;23.063;18.422;16.974
ESO249-035; 18; 0.833;24.573;18.651;24.328;18.462; 0.245; 23;23.563;17.923;16.974
ESO249-035; 24; 0.833;25.185;18.303;24.820;18.082; 0.365; 31;24.174;17.646;16.974
ESO249-035; 30; 0.833;25.776;18.066;25.351;17.842; 0.426; 39;24.869;17.419;16.974
ESO249-035; 36; 0.833;26.386;17.913;25.855;17.674; 0.532; 47;25.539;17.289;16.974
ESO249-035; 42; 0.833;26.972;17.803;26.379;17.564; 0.593; 56;26.179;17.210;16.974
ESO249-035; 48; 0.833;27.604;17.738;26.990;17.494; 0.614; 64;26.369;17.165;16.974
ESO249-035; 54; 0.833;27.933;17.702;27.460;17.445; 0.473; 71;27.411;17.115;16.974
ESO249-035; 60; 0.833;28.638;17.670;27.748;17.415; 0.890; 79;26.771;17.074;16.974
ESO249-035; 66; 0.833;29.278;17.658;28.080;17.396; 1.198; 87;      ;17.042;16.974
ESO249-035; 72; 0.833;30.049;17.653;28.224;17.384; 1.826; 95;26.945;17.026;16.974
ESO249-035; 78; 0.833;29.664;17.639;28.379;17.375; 1.285;104;29.275;17.012;16.974
ESO249-035; 84; 0.833;29.954;17.636;28.626;17.363; 1.327;112;27.931;17.008;16.974
ESO249-035; 90; 0.833;29.928;17.629;29.002;17.352; 0.925;119;27.613;16.991;16.974
ESO249-035; 96; 0.833;      ;17.625;28.948;17.348;      ;127;27.454;16.966;16.974
ESO249-035;102; 0.833;29.385;17.621;29.369;17.343; 0.016;136;      ;16.971;16.974
ESO249-036;  6; 0.350;26.639;21.936;26.102;21.388; 0.537;  8;23.574;18.759;15.331
ESO249-036; 12; 0.350;26.418;20.349;26.035;19.831; 0.383; 16;24.032;17.536;15.331
ESO249-036; 18; 0.350;26.615;19.355;26.159;18.961; 0.456; 24;24.285;16.996;15.331
ESO249-036; 24; 0.350;26.300;18.748;26.097;18.397; 0.202; 32;24.550;16.642;15.331
ESO249-036; 30; 0.350;26.115;18.150;25.921;17.867; 0.194; 40;24.650;16.370;15.331
ESO249-036; 36; 0.350;25.920;17.612;25.813;17.394; 0.107; 48;24.811;16.092;15.331
ESO249-036; 42; 0.350;26.251;17.236;26.072;17.034; 0.179; 56;25.052;15.865;15.331
ESO249-036; 48; 0.350;26.605;17.005;26.449;16.810; 0.156; 64;25.196;15.705;15.331
ESO249-036; 54; 0.350;26.906;16.839;26.685;16.646; 0.221; 72;25.439;15.598;15.331
ESO249-036; 60; 0.350;27.151;16.727;26.990;16.532; 0.162; 79;25.412;15.500;15.331
ESO249-036; 66; 0.350;27.009;16.614;26.942;16.425; 0.067; 87;25.463;15.430;15.331
ESO249-036; 72; 0.350;27.265;16.504;27.184;16.328; 0.081; 95;26.508;15.371;15.331
ESO249-036; 78; 0.350;27.646;16.427;27.610;16.255; 0.036;104;26.361;15.331;15.331
ESO285-048;  6; 0.593;24.772;20.142;23.574;19.447; 1.197;  8;20.834;16.229;13.273
ESO285-048; 12; 0.593;24.463;18.830;24.046;18.106; 0.416; 16;21.456;15.254;13.273
ESO359-003;144; 0.680;      ;16.971;29.089;16.320;      ;192;      ;14.437;14.443
ESO285-048; 18; 0.593;24.318;17.870;23.889;17.298; 0.429; 24;21.678;14.675;13.273
ESO285-048; 24; 0.593;23.914;17.195;23.737;16.694; 0.177; 32;21.942;14.312;13.273
ESO285-048; 30; 0.593;23.940;16.570;23.691;16.164; 0.248; 40;22.105;14.024;13.273
ESO285-048; 36; 0.593;24.459;16.148;24.154;15.784; 0.305; 48;22.551;13.798;13.273
ESO285-048; 42; 0.593;24.643;15.907;24.430;15.556; 0.213; 56;22.943;13.653;13.273
ESO285-048; 48; 0.593;25.036;15.699;24.750;15.364; 0.287; 64;23.330;13.541;13.273
ESO285-048; 54; 0.593;25.524;15.583;25.132;15.243; 0.392; 72;23.714;13.458;13.273
ESO285-048; 60; 0.593;25.833;15.507;25.587;15.162; 0.246; 80;24.095;13.396;13.273
ESO285-048; 66; 0.593;26.083;15.430;25.584;15.095; 0.499; 88;24.551;13.354;13.273
ESO285-048; 72; 0.593;26.540;15.379;25.969;15.034; 0.571; 96;24.914;13.325;13.273
ESO285-048; 78; 0.593;27.490;15.354;26.655;14.999; 0.835;104;25.375;13.302;13.273
ESO285-048; 84; 0.593;28.368;15.342;27.314;14.980; 1.053;112;25.826;13.285;13.273
ESO285-048; 90; 0.593;28.203;15.333;28.183;14.968; 0.020;120;26.793;13.277;13.273
ESO285-048; 96; 0.593;      ;15.324;28.886;14.962;      ;128;27.634;13.274;13.273
ESO285-048;102; 0.593;28.547;15.325;29.250;14.961;-0.703;136;27.701;13.272;13.273
ESO285-048;108; 0.593;      ;15.321;28.932;14.954;      ;144;28.000;13.270;13.273
ESO285-048;114; 0.593;29.359;15.315;29.033;14.950; 0.326;152;30.070;13.271;13.273
ESO285-048;120; 0.593;30.538;15.315;30.410;14.947; 0.128;160;29.390;13.270;13.273
ESO285-048;126; 0.593;      ;15.316;32.202;14.947;      ;168;28.838;13.271;13.273
ESO285-048;132; 0.593;30.048;15.316;29.901;14.945; 0.148;176;      ;13.271;13.273
ESO285-048;138; 0.593;      ;15.314;31.124;14.943;      ;184;      ;13.272;13.273
ESO285-048;144; 0.593;30.196;15.314;30.600;14.942;-0.404;192;28.498;13.273;13.273
ESO285-048;150; 0.593;      ;15.310;30.731;14.942;      ;200;      ;13.274;13.273
ESO285-048;156; 0.593;30.318;15.313;      ;14.942;      ;208;27.809;13.274;13.273
ESO285-048;162; 0.593;      ;15.316;      ;14.943;      ;216;29.483;13.273;13.273
ESO286-044;  6; 0.437;24.918;19.370;23.669;18.717; 1.249;  7;20.058;13.940;13.298
ESO286-044; 12; 0.437;27.574;19.080;25.259;18.107; 2.314; 15;21.580;13.647;13.298
ESO286-044; 18; 0.437;27.654;18.967;26.271;17.865; 1.382; 23;22.541;13.506;13.298
ESO286-044; 24; 0.437;28.364;18.882;26.923;17.739; 1.441; 31;23.345;13.427;13.298
ESO286-044; 30; 0.437;29.590;18.790;27.576;17.657; 2.014; 39;23.931;13.384;13.298
ESO286-044; 36; 0.437;28.634;18.739;27.836;17.588; 0.798; 48;24.494;13.357;13.298
ESO286-044; 42; 0.437;29.307;18.674;28.487;17.536; 0.820; 56;25.081;13.339;13.298
ESO286-044; 48; 0.437;29.491;18.649;28.495;17.479; 0.995; 64;25.523;13.325;13.298
ESO286-044; 54; 0.437;      ;18.648;28.719;17.445;      ; 71;25.829;13.315;13.298
ESO286-044; 60; 0.437;      ;18.698;29.060;17.411;      ; 79;26.579;13.310;13.298
ESO286-044; 66; 0.437;30.152;18.691;29.717;17.383; 0.435; 87;26.959;13.305;13.298
ESO286-044; 72; 0.437;30.402;18.628;29.915;17.368; 0.488; 95;27.714;13.303;13.298
